N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3178.8,3.0,9.5
20,0.0,3178.4,3.0,18.3
30,0.0,3184.8,3.0,28.2
40,0.0,3188.8,3.0,36.0
50,0.0,3169.6,3.1,44.5
60,0.0,3208.0,3.0,52.5
70,0.0,3174.4,3.1,63.3
80,0.0,3174.8,3.2,71.0
90,0.0,3185.2,3.2,78.8
100,0.0,3190.0,3.0,89.4
200,0.0,3176.4,3.4,178.2
300,0.0,3200.4,3.7,267.1
400,0.0,3189.6,3.6,356.1
500,0.0,3180.8,3.5,447.0
600,0.001,3183.2,3.7,534.1
700,0.006,3190.0,3.9,624.3
800,0.009,3192.8,3.8,716.6
900,0.009999999999999998,3190.4,3.8,814.1
1000,0.009999999999999998,3171.6,3.6,903.1
1200,0.013999999999999999,3189.2,3.9,1074.6
1400,0.018999999999999996,3181.6,3.9,1259.8
1600,0.023999999999999997,3181.6,3.7,1440.5
1800,0.029000000000000005,3179.6,3.9,1627.2
2000,0.031000000000000007,4212.4,4.0,1800.7
2500,0.041999999999999996,4199.6,3.8,2254.9
3000,0.06000000000000001,4206.4,4.0,2716.0
3500,0.072,4209.2,4.0,3169.4
4000,0.08599999999999998,4189.2,4.1,3633.7
4500,0.10300000000000001,4925.2,4.1,4082.6
5000,0.11600000000000002,5129.6,4.0,4542.0
6000,0.15199999999999997,5228.0,4.0,5459.2
7000,0.18099999999999997,6258.4,4.0,6366.7
8000,0.21800000000000003,6258.4,4.1,7299.1
9000,0.253,6260.4,4.1,8213.8
10000,0.296,7276.8,4.2,9136.2
