K,Average User Time (s),Average Memory (KB),Passes
1,1.7633,10014.6667,2
2,1.6733,10154.6667,2
3,1.8467,10062.6667,2
4,1.8033,10069.3333,2
5,1.8,10052.0,2
6,1.81,10052.0,2
7,1.7433,10056.0,2
8,1.7833,10089.3333,2
9,1.8033,10073.3333,2
10,1.73,9966.6667,2
